XQ-iMet-XQ Pressure,XQ-iMet-XQ Air Temperature,XQ-iMet-XQ Humidity,XQ-iMet-XQ Humidity Temp,XQ-iMet-XQ Date,XQ-iMet-XQ Time,XQ-iMet-XQ Longitude,XQ-iMet-XQ Latitude,XQ-iMet-XQ Altitude,XQ-iMet-XQ Sat Count,Profile hour,,,,
928.22,5.36,nan,25,2023/09/14,04:49:56,7.1991175,61.680408,773.973,13,5,ASCENT,ASCENT,,
928.03,5.37,nan,25,2023/09/14,04:49:57,7.1991164,61.6804084,775.633,13,5,ASCENT,ASCENT,,
927.77,5.37,nan,25,2023/09/14,04:49:58,7.1991165,61.6804087,777.403,13,5,ASCENT,ASCENT,,
927.54,5.37,nan,25,2023/09/14,04:49:59,7.1991181,61.6804083,779.8,13,5,ASCENT,ASCENT,,
927.33,5.4,nan,25,2023/09/14,04:50:00,7.19912,61.6804074,781.839,13,5,ASCENT,ASCENT,,
927.08,5.39,nan,25,2023/09/14,04:50:01,7.1991203,61.6804069,783.697,13,5,ASCENT,ASCENT,,
926.84,5.39,nan,25,2023/09/14,04:50:02,7.1991181,61.6804075,785.456,13,5,ASCENT,ASCENT,,
926.62,5.4,nan,25,2023/09/14,04:50:03,7.1991169,61.6804077,787.505,13,5,ASCENT,ASCENT,,
926.36,5.4,nan,25,2023/09/14,04:50:04,7.1991123,61.680409,789.218,13,5,ASCENT,ASCENT,,
926.14,5.38,nan,25,2023/09/14,04:50:05,7.199111,61.6804099,791.43,13,5,ASCENT,ASCENT,,
925.92,5.37,nan,25,2023/09/14,04:50:06,7.1991109,61.6804098,793.447,13,5,ASCENT,ASCENT,,
925.68,5.39,nan,25,2023/09/14,04:50:07,7.1991118,61.6804095,795.415,13,5,ASCENT,ASCENT,,
925.44,5.31,nan,25,2023/09/14,04:50:08,7.1991098,61.6804098,797.092,13,5,ASCENT,ASCENT,,
925.24,5.33,nan,25,2023/09/14,04:50:09,7.1991109,61.6804091,799.339,13,5,ASCENT,ASCENT,,
925,5.29,nan,25,2023/09/14,04:50:10,7.199112,61.680409,801.28,13,5,ASCENT,ASCENT,,
924.8,5.27,nan,25,2023/09/14,04:50:11,7.1991121,61.6804098,803.087,13,5,ASCENT,ASCENT,,
924.57,5.26,nan,25,2023/09/14,04:50:12,7.1991135,61.68041,804.944,13,5,ASCENT,ASCENT,,
924.41,5.26,nan,25,2023/09/14,04:50:13,7.1991144,61.6804102,806.662,13,5,ASCENT,ASCENT,,
924.11,5.21,nan,25,2023/09/14,04:50:14,7.1991163,61.6804103,808.7,13,5,ASCENT,ASCENT,,
923.92,5.19,nan,25,2023/09/14,04:50:15,7.1991173,61.6804104,810.611,13,5,ASCENT,ASCENT,,
923.69,5.14,nan,25,2023/09/14,04:50:16,7.1991187,61.68041,812.517,13,5,ASCENT,ASCENT,,
923.49,5.12,nan,25,2023/09/14,04:50:17,7.1991193,61.6804098,814.393,13,5,ASCENT,ASCENT,,
923.23,5.08,nan,25,2023/09/14,04:50:18,7.1991199,61.68041,816.302,13,5,ASCENT,ASCENT,,
923.08,4.98,nan,25,2023/09/14,04:50:19,7.1991205,61.68041,818.64,13,5,ASCENT,ASCENT,,
922.85,4.98,nan,25,2023/09/14,04:50:20,7.1991184,61.6804111,820.451,13,5,ASCENT,ASCENT,,
922.62,4.95,nan,25,2023/09/14,04:50:21,7.1991172,61.6804123,822.32,13,5,ASCENT,ASCENT,,
922.39,4.92,nan,25,2023/09/14,04:50:22,7.1991168,61.6804127,824.319,13,5,ASCENT,ASCENT,,
922.14,4.92,nan,25,2023/09/14,04:50:23,7.1991179,61.6804126,826.249,13,5,ASCENT,ASCENT,,
921.95,4.87,nan,25,2023/09/14,04:50:24,7.199118,61.6804125,828.072,13,5,ASCENT,ASCENT,,
921.71,4.86,nan,25,2023/09/14,04:50:25,7.1991185,61.6804116,830.05,13,5,ASCENT,ASCENT,,
921.51,4.84,nan,25,2023/09/14,04:50:26,7.199118,61.6804113,831.841,13,5,ASCENT,ASCENT,,
921.25,4.81,nan,25,2023/09/14,04:50:27,7.1991189,61.6804108,833.889,13,5,ASCENT,ASCENT,,
921.01,4.8,nan,25,2023/09/14,04:50:28,7.1991188,61.6804106,835.77,13,5,ASCENT,ASCENT,,
920.85,4.79,nan,25,2023/09/14,04:50:29,7.1991194,61.6804099,838.017,13,5,ASCENT,ASCENT,,
920.61,4.77,nan,25,2023/09/14,04:50:30,7.1991196,61.680409,840.185,13,5,ASCENT,ASCENT,,
920.37,4.76,nan,25,2023/09/14,04:50:31,7.1991183,61.6804087,841.872,13,5,ASCENT,ASCENT,,
920.15,4.73,nan,25,2023/09/14,04:50:32,7.1991183,61.6804083,843.977,13,5,ASCENT,ASCENT,,
919.91,4.72,nan,25,2023/09/14,04:50:33,7.1991184,61.6804077,845.889,13,5,ASCENT,ASCENT,,
919.64,4.69,nan,25,2023/09/14,04:50:34,7.1991203,61.6804068,848.045,13,5,ASCENT,ASCENT,,
919.44,4.7,nan,25,2023/09/14,04:50:35,7.1991186,61.6804072,849.922,13,5,ASCENT,ASCENT,,
919.25,4.67,nan,25,2023/09/14,04:50:36,7.1991169,61.6804077,852.061,13,5,ASCENT,ASCENT,,
919.02,4.64,nan,25,2023/09/14,04:50:37,7.1991154,61.6804076,853.96,13,5,ASCENT,ASCENT,,
918.73,4.65,nan,25,2023/09/14,04:50:38,7.1991123,61.6804075,855.725,13,5,ASCENT,ASCENT,,
918.54,4.62,nan,25,2023/09/14,04:50:39,7.1991108,61.6804075,857.838,13,5,ASCENT,ASCENT,,
918.34,4.63,nan,25,2023/09/14,04:50:40,7.1991106,61.6804079,859.796,13,5,ASCENT,ASCENT,,
918.05,4.67,nan,25,2023/09/14,04:50:41,7.1991106,61.680408,861.531,13,5,ASCENT,ASCENT,,
917.81,4.68,nan,25,2023/09/14,04:50:42,7.1991088,61.6804089,863.218,13,5,ASCENT,ASCENT,,
917.62,4.65,nan,25,2023/09/14,04:50:43,7.1991065,61.6804101,864.981,13,5,ASCENT,ASCENT,,
917.38,4.63,nan,25,2023/09/14,04:50:44,7.1991059,61.6804107,866.965,13,5,ASCENT,ASCENT,,
917.18,4.59,nan,25,2023/09/14,04:50:45,7.1991051,61.6804114,868.914,13,5,ASCENT,ASCENT,,
916.98,4.6,nan,25,2023/09/14,04:50:46,7.1991032,61.6804125,870.753,13,5,ASCENT,ASCENT,,
916.74,4.6,nan,25,2023/09/14,04:50:47,7.1991025,61.680413,872.831,13,5,ASCENT,ASCENT,,
916.51,4.59,nan,25,2023/09/14,04:50:48,7.1991146,61.6804093,875.133,13,5,ASCENT,ASCENT,,
916.29,4.52,nan,25,2023/09/14,04:50:49,7.1991209,61.6804086,877.433,13,5,ASCENT,ASCENT,,
916.06,4.52,nan,25,2023/09/14,04:50:50,7.1991214,61.6804092,879.542,13,5,ASCENT,ASCENT,,
915.77,4.48,nan,25,2023/09/14,04:50:51,7.199119,61.6804106,881.797,13,5,ASCENT,ASCENT,,
915.59,4.48,nan,25,2023/09/14,04:50:52,7.1991158,61.6804122,883.977,13,5,ASCENT,ASCENT,,
915.34,4.44,nan,25,2023/09/14,04:50:53,7.1991169,61.6804123,885.956,13,5,ASCENT,ASCENT,,
915.1,4.4,nan,25,2023/09/14,04:50:54,7.1991185,61.6804116,887.952,13,5,ASCENT,ASCENT,,
914.94,4.38,nan,25,2023/09/14,04:50:55,7.1991197,61.6804114,889.788,13,5,ASCENT,ASCENT,,
914.76,4.39,nan,25,2023/09/14,04:50:56,7.1991255,61.6804099,891.256,13,5,ASCENT,ASCENT,,
914.72,4.4,nan,25,2023/09/14,04:50:57,7.1991299,61.6804075,892.129,13,5,ASCENT,ASCENT,,
914.6,4.36,nan,25,2023/09/14,04:50:58,7.1991319,61.6804051,892.753,13,5,ASCENT,ASCENT,,
914.58,4.33,nan,25,2023/09/14,04:50:59,7.1991371,61.6804025,892.824,13,5,ASCENT,ASCENT,,
914.67,4.29,nan,25,2023/09/14,04:51:00,7.1991368,61.6804029,892.616,13,5,ASCENT,ASCENT,,
,,,,,,,,,,,,,,
941.98,5.44,nan,25,2023/09/14,05:00:37,7.1971238,61.6816714,679.229,9,5-US,#REF!,,#VALUE!,
941.76,5.45,nan,25,2023/09/14,05:00:38,7.1970922,61.6816787,679.874,9,5-US,ASCENT,ASCENT,,
941.55,5.46,nan,25,2023/09/14,05:00:39,7.1970639,61.681686,680.856,9,5-US,ASCENT,ASCENT,,
941.24,5.46,nan,25,2023/09/14,05:00:40,7.1970396,61.6816929,681.809,9,5-US,ASCENT,ASCENT,,
940.98,5.47,nan,25,2023/09/14,05:00:41,7.1970167,61.6816993,682.931,9,5-US,ASCENT,ASCENT,,
940.69,5.47,nan,25,2023/09/14,05:00:42,7.196995,61.6817049,684.307,9,5-US,ASCENT,ASCENT,,
940.45,5.45,nan,25,2023/09/14,05:00:43,7.1969738,61.6817103,685.527,9,5-US,ASCENT,ASCENT,,
940.21,5.44,nan,25,2023/09/14,05:00:44,7.1969555,61.6817153,686.892,9,5-US,ASCENT,ASCENT,,
939.95,5.42,nan,25,2023/09/14,05:00:45,7.1969373,61.6817202,688.239,9,5-US,ASCENT,ASCENT,,
939.68,5.4,nan,25,2023/09/14,05:00:46,7.1969195,61.6817249,689.696,9,5-US,ASCENT,ASCENT,,
939.42,5.43,nan,25,2023/09/14,05:00:47,7.1969006,61.6817297,691.125,9,5-US,ASCENT,ASCENT,,
939.16,5.38,nan,25,2023/09/14,05:00:48,7.1968845,61.6817339,693.167,9,5-US,ASCENT,ASCENT,,
938.88,5.41,nan,25,2023/09/14,05:00:49,7.1968729,61.6817379,695.354,9,5-US,ASCENT,ASCENT,,
938.65,5.38,nan,25,2023/09/14,05:00:50,7.1968581,61.6817419,696.492,9,5-US,ASCENT,ASCENT,,
938.4,5.36,nan,25,2023/09/14,05:00:51,7.1968461,61.6817459,697.72,9,5-US,ASCENT,ASCENT,,
938.19,5.34,nan,25,2023/09/14,05:00:52,7.1968333,61.6817501,698.663,9,5-US,ASCENT,ASCENT,,
938.02,5.33,nan,25,2023/09/14,05:00:53,7.1968231,61.6817537,699.902,9,5-US,ASCENT,ASCENT,,
937.85,5.35,nan,25,2023/09/14,05:00:54,7.1968113,61.6817572,701.105,9,5-US,ASCENT,ASCENT,,
937.63,5.38,nan,25,2023/09/14,05:00:55,7.1967971,61.681761,702.196,9,5-US,ASCENT,ASCENT,,
937.45,5.4,nan,25,2023/09/14,05:00:56,7.1967846,61.6817646,703.509,9,5-US,ASCENT,ASCENT,,
937.21,5.43,nan,25,2023/09/14,05:00:57,7.1967747,61.6817684,705.163,9,5-US,ASCENT,ASCENT,,
937.02,5.44,nan,25,2023/09/14,05:00:58,7.1967654,61.6817723,707.031,9,5-US,ASCENT,ASCENT,,
936.72,5.45,nan,25,2023/09/14,05:00:59,7.1967555,61.6817749,708.837,9,5-US,ASCENT,ASCENT,,
936.59,5.45,nan,25,2023/09/14,05:01:00,7.1967469,61.6817772,710.538,9,5-US,ASCENT,ASCENT,,
936.25,5.44,nan,25,2023/09/14,05:01:01,7.1967365,61.6817799,712.146,9,5-US,ASCENT,ASCENT,,
935.98,5.43,nan,25,2023/09/14,05:01:02,7.1967261,61.681782,713.811,9,5-US,ASCENT,ASCENT,,
935.73,5.42,nan,25,2023/09/14,05:01:03,7.1967155,61.6817853,715.506,9,5-US,ASCENT,ASCENT,,
935.52,5.42,nan,25,2023/09/14,05:01:04,7.1967061,61.68179,717.371,9,5-US,ASCENT,ASCENT,,
935.28,5.43,nan,25,2023/09/14,05:01:05,7.1967039,61.6817919,719.484,8,5-US,ASCENT,ASCENT,,
934.97,5.44,nan,25,2023/09/14,05:01:06,7.1966987,61.6817945,721.679,9,5-US,ASCENT,ASCENT,,
934.77,5.46,nan,25,2023/09/14,05:01:07,7.1966917,61.6817985,723.728,9,5-US,ASCENT,ASCENT,,
934.41,5.46,nan,25,2023/09/14,05:01:08,7.1966863,61.6818024,726.237,9,5-US,ASCENT,ASCENT,,
934.14,5.45,nan,25,2023/09/14,05:01:09,7.1966808,61.6818053,728.72,10,5-US,ASCENT,ASCENT,,
934.01,5.46,nan,25,2023/09/14,05:01:10,7.1966744,61.6818085,730.625,10,5-US,ASCENT,ASCENT,,
933.72,5.47,nan,25,2023/09/14,05:01:11,7.1966689,61.6818113,732.611,10,5-US,ASCENT,ASCENT,,
933.43,5.45,nan,25,2023/09/14,05:01:12,7.1966638,61.6818129,734.527,10,5-US,ASCENT,ASCENT,,
933.16,5.44,nan,25,2023/09/14,05:01:13,7.1966593,61.6818151,736.62,10,5-US,ASCENT,ASCENT,,
932.87,5.43,nan,25,2023/09/14,05:01:14,7.1966532,61.6818179,738.779,10,5-US,ASCENT,ASCENT,,
932.63,5.42,nan,25,2023/09/14,05:01:15,7.1966477,61.6818206,741.032,10,5-US,ASCENT,ASCENT,,
932.34,5.4,nan,25,2023/09/14,05:01:16,7.1966417,61.6818236,743.344,10,5-US,ASCENT,ASCENT,,
932.1,5.39,nan,25,2023/09/14,05:01:17,7.196635,61.6818255,745.519,10,5-US,ASCENT,ASCENT,,
931.84,5.4,nan,25,2023/09/14,05:01:18,7.1966297,61.6818271,747.58,10,5-US,ASCENT,ASCENT,,
931.65,5.38,nan,25,2023/09/14,05:01:19,7.1966248,61.6818291,749.683,10,5-US,ASCENT,ASCENT,,
931.35,5.36,nan,25,2023/09/14,05:01:20,7.1966183,61.6818309,751.613,10,5-US,ASCENT,ASCENT,,
931.1,5.35,nan,25,2023/09/14,05:01:21,7.1966127,61.6818326,753.59,10,5-US,ASCENT,ASCENT,,
930.88,5.33,nan,25,2023/09/14,05:01:22,7.1966101,61.6818344,755.739,10,5-US,ASCENT,ASCENT,,
930.67,5.31,nan,25,2023/09/14,05:01:23,7.1966058,61.6818367,757.692,10,5-US,ASCENT,ASCENT,,
930.42,5.32,nan,25,2023/09/14,05:01:24,7.1965993,61.681839,759.419,10,5-US,ASCENT,ASCENT,,
930.14,5.31,nan,25,2023/09/14,05:01:25,7.1965937,61.6818409,761.25,10,5-US,ASCENT,ASCENT,,
929.99,5.32,nan,25,2023/09/14,05:01:26,7.1965887,61.6818427,763.312,10,5-US,ASCENT,ASCENT,,
929.72,5.31,nan,25,2023/09/14,05:01:27,7.196583,61.6818444,765.031,10,5-US,ASCENT,ASCENT,,
929.49,5.31,nan,25,2023/09/14,05:01:28,7.196581,61.6818457,767.32,10,5-US,ASCENT,ASCENT,,
929.2,5.31,nan,25,2023/09/14,05:01:29,7.1965772,61.6818477,769.463,10,5-US,ASCENT,ASCENT,,
929.02,5.31,nan,25,2023/09/14,05:01:30,7.1965733,61.6818499,771.41,10,5-US,ASCENT,ASCENT,,
928.76,5.32,nan,25,2023/09/14,05:01:31,7.1965709,61.6818521,773.293,11,5-US,ASCENT,ASCENT,,
928.5,5.32,nan,25,2023/09/14,05:01:32,7.1965656,61.6818537,775.278,11,5-US,ASCENT,ASCENT,,
928.26,5.33,nan,25,2023/09/14,05:01:33,7.1965556,61.6818572,777.498,11,5-US,ASCENT,ASCENT,,
927.95,5.33,nan,25,2023/09/14,05:01:34,7.1965413,61.6818629,779.358,11,5-US,ASCENT,ASCENT,,
927.7,5.33,nan,25,2023/09/14,05:01:35,7.196527,61.6818689,781.518,11,5-US,ASCENT,ASCENT,,
927.44,5.32,nan,25,2023/09/14,05:01:36,7.1965128,61.6818751,783.588,11,5-US,ASCENT,ASCENT,,
927.21,5.3,nan,25,2023/09/14,05:01:37,7.1964986,61.6818815,785.401,11,5-US,ASCENT,ASCENT,,
926.99,5.3,nan,25,2023/09/14,05:01:38,7.1964884,61.6818875,787.315,11,5-US,ASCENT,ASCENT,,
926.69,5.28,nan,25,2023/09/14,05:01:39,7.1964784,61.6818931,789.442,11,5-US,ASCENT,ASCENT,,
926.47,5.27,nan,25,2023/09/14,05:01:40,7.196469,61.6818973,791.252,11,5-US,ASCENT,ASCENT,,
926.23,5.26,nan,25,2023/09/14,05:01:41,7.1964617,61.6819018,793.365,11,5-US,ASCENT,ASCENT,,
925.97,5.25,nan,25,2023/09/14,05:01:42,7.1964553,61.681905,795.373,12,5-US,ASCENT,ASCENT,,
925.73,5.23,nan,25,2023/09/14,05:01:43,7.1964454,61.6819092,797.198,12,5-US,ASCENT,ASCENT,,
925.48,5.2,nan,25,2023/09/14,05:01:44,7.19644,61.6819119,799.25,12,5-US,ASCENT,ASCENT,,
925.26,5.21,nan,25,2023/09/14,05:01:45,7.1964362,61.6819147,801.507,12,5-US,ASCENT,ASCENT,,
924.98,5.2,nan,25,2023/09/14,05:01:46,7.1964334,61.6819166,803.689,12,5-US,ASCENT,ASCENT,,
924.74,5.19,nan,25,2023/09/14,05:01:47,7.1964297,61.6819189,805.565,12,5-US,ASCENT,ASCENT,,
924.54,5.18,nan,25,2023/09/14,05:01:48,7.196425,61.6819224,807.524,12,5-US,ASCENT,ASCENT,,
924.32,5.18,nan,25,2023/09/14,05:01:49,7.1964219,61.6819245,809.781,12,5-US,ASCENT,ASCENT,,
924.11,5.15,nan,25,2023/09/14,05:01:50,7.1964159,61.6819271,811.723,12,5-US,ASCENT,ASCENT,,
923.83,5.18,nan,25,2023/09/14,05:01:51,7.1964085,61.6819303,813.419,12,5-US,ASCENT,ASCENT,,
923.61,5.21,nan,25,2023/09/14,05:01:52,7.1964037,61.6819339,815.332,12,5-US,ASCENT,ASCENT,,
923.36,5.19,nan,25,2023/09/14,05:01:53,7.1964004,61.6819372,817.211,12,5-US,ASCENT,ASCENT,,
923.13,5.23,nan,25,2023/09/14,05:01:54,7.1963981,61.6819394,819.233,12,5-US,ASCENT,ASCENT,,
922.87,5.25,nan,25,2023/09/14,05:01:55,7.1963979,61.6819402,821.409,12,5-US,ASCENT,ASCENT,,
922.69,5.27,nan,25,2023/09/14,05:01:56,7.1963954,61.6819422,823.583,12,5-US,ASCENT,ASCENT,,
922.45,5.28,nan,25,2023/09/14,05:01:57,7.1963927,61.6819437,825.645,12,5-US,ASCENT,ASCENT,,
922.2,5.27,nan,25,2023/09/14,05:01:58,7.1963928,61.6819444,828.007,12,5-US,ASCENT,ASCENT,,
921.9,5.27,nan,25,2023/09/14,05:01:59,7.1963928,61.6819451,830.339,12,5-US,ASCENT,ASCENT,,
921.71,5.23,nan,25,2023/09/14,05:02:00,7.1963911,61.6819457,832.476,12,5-US,ASCENT,ASCENT,,
921.41,5.25,nan,25,2023/09/14,05:02:01,7.1963884,61.6819464,834.448,12,5-US,ASCENT,ASCENT,,
921.22,5.28,nan,25,2023/09/14,05:02:02,7.1963889,61.6819473,836.683,12,5-US,ASCENT,ASCENT,,
920.96,5.31,nan,25,2023/09/14,05:02:03,7.1963907,61.6819477,839.026,12,5-US,ASCENT,ASCENT,,
920.69,5.29,nan,25,2023/09/14,05:02:04,7.1963924,61.6819479,841.374,12,5-US,ASCENT,ASCENT,,
920.41,5.31,nan,25,2023/09/14,05:02:05,7.1963929,61.6819485,843.691,11,5-US,ASCENT,ASCENT,,
920.15,5.28,nan,25,2023/09/14,05:02:06,7.1963932,61.6819495,846.044,11,5-US,ASCENT,ASCENT,,
919.93,5.29,nan,25,2023/09/14,05:02:07,7.1963936,61.6819498,848.306,11,5-US,ASCENT,ASCENT,,
919.61,5.28,nan,25,2023/09/14,05:02:08,7.1963926,61.6819504,850.537,11,5-US,ASCENT,ASCENT,,
919.37,5.26,nan,25,2023/09/14,05:02:09,7.1963928,61.6819516,852.864,11,5-US,ASCENT,ASCENT,,
919.16,5.25,nan,25,2023/09/14,05:02:10,7.1963903,61.6819525,855.089,12,5-US,ASCENT,ASCENT,,
918.9,5.25,nan,25,2023/09/14,05:02:11,7.1963856,61.681953,857.151,12,5-US,ASCENT,ASCENT,,
918.63,5.25,nan,25,2023/09/14,05:02:12,7.1963806,61.6819542,859.11,12,5-US,ASCENT,ASCENT,,
918.42,5.25,nan,25,2023/09/14,05:02:13,7.196378,61.6819546,861.186,12,5-US,ASCENT,ASCENT,,
918.14,5.23,nan,25,2023/09/14,05:02:14,7.1963741,61.6819554,863.21,12,5-US,ASCENT,ASCENT,,
917.88,5.23,nan,25,2023/09/14,05:02:15,7.1963697,61.6819563,865.298,12,5-US,ASCENT,ASCENT,,
917.65,5.21,nan,25,2023/09/14,05:02:16,7.1963684,61.6819557,867.529,12,5-US,ASCENT,ASCENT,,
917.37,5.2,nan,25,2023/09/14,05:02:17,7.1963666,61.6819562,869.618,12,5-US,ASCENT,ASCENT,,
917.14,5.14,nan,25,2023/09/14,05:02:18,7.1963648,61.6819574,871.993,12,5-US,ASCENT,ASCENT,,
916.84,5.13,nan,25,2023/09/14,05:02:19,7.1963646,61.6819581,874.494,12,5-US,ASCENT,ASCENT,,
916.64,5.12,nan,25,2023/09/14,05:02:20,7.1963629,61.6819594,876.509,12,5-US,ASCENT,ASCENT,,
916.44,5.07,nan,25,2023/09/14,05:02:21,7.1963605,61.6819605,878.419,12,5-US,ASCENT,ASCENT,,
916.18,5.05,nan,25,2023/09/14,05:02:22,7.1963583,61.6819614,880.396,12,5-US,ASCENT,ASCENT,,
915.97,5.03,nan,25,2023/09/14,05:02:23,7.1963571,61.6819628,882.546,12,5-US,ASCENT,ASCENT,,
915.68,5.01,nan,25,2023/09/14,05:02:24,7.1963566,61.6819634,884.576,12,5-US,ASCENT,ASCENT,,
915.47,4.98,nan,25,2023/09/14,05:02:25,7.1963571,61.6819632,886.499,12,5-US,ASCENT,ASCENT,,
915.23,4.9,nan,25,2023/09/14,05:02:26,7.1963564,61.6819632,888.284,12,5-US,ASCENT,ASCENT,,
915.06,4.91,nan,25,2023/09/14,05:02:27,7.1963569,61.681963,890.035,12,5-US,ASCENT,ASCENT,,
914.88,4.91,nan,25,2023/09/14,05:02:28,7.1963572,61.6819625,891.613,12,5-US,ASCENT,ASCENT,,
914.73,4.84,nan,25,2023/09/14,05:02:29,7.1963576,61.6819614,892.868,12,5-US,ASCENT,ASCENT,,
914.66,4.8,nan,25,2023/09/14,05:02:30,7.1963545,61.6819614,893.148,11,5-US,ASCENT,ASCENT,,
,,,,,,,,,,,,,,
968.41,4.86,nan,25,2023/09/14,07:01:17,7.1992451,61.6802444,399.322,7,7,#REF!,,#VALUE!,
968.41,4.83,nan,25,2023/09/14,07:01:18,7.1992419,61.6802426,399.596,7,7,ASCENT,ASCENT,,
968.34,4.78,nan,25,2023/09/14,07:01:19,7.1992419,61.6802426,399.596,7,7,,ASCENT,,
968.34,4.78,nan,25,2023/09/14,07:01:19,7.1992346,61.6802662,401.854,7,7,ASCENT,ASCENT,,
968.32,4.76,nan,25,2023/09/14,07:01:20,7.19925,61.6802728,404.405,7,7,ASCENT,ASCENT,,
968.24,4.75,nan,25,2023/09/14,07:01:21,7.1992399,61.6802929,405.382,7,7,ASCENT,ASCENT,,
968.11,4.83,nan,25,2023/09/14,07:01:22,7.199243,61.6802903,405.438,7,7,ASCENT,ASCENT,,
968.07,4.81,nan,25,2023/09/14,07:01:23,7.1992542,61.6802876,406.953,7,7,ASCENT,ASCENT,,
968,4.82,nan,25,2023/09/14,07:01:24,7.1992635,61.6802944,409.743,7,7,ASCENT,ASCENT,,
967.87,5.02,nan,25,2023/09/14,07:01:25,7.1992715,61.6802961,411.541,7,7,ASCENT,ASCENT,,
967.77,5.14,nan,25,2023/09/14,07:01:26,7.1992626,61.6803343,417.998,7,7,ASCENT,ASCENT,,
967.62,5.24,nan,25,2023/09/14,07:01:27,7.1992599,61.6803339,418.784,7,7,ASCENT,ASCENT,,
967.5,5.27,nan,25,2023/09/14,07:01:28,7.1992556,61.6803266,418.576,7,7,ASCENT,ASCENT,,
967.4,5.31,nan,25,2023/09/14,07:01:29,7.1992567,61.6803364,422.651,7,7,ASCENT,ASCENT,,
967.21,5.27,nan,25,2023/09/14,07:01:30,7.1992469,61.6803439,424.528,7,7,ASCENT,ASCENT,,
967.08,5.27,nan,25,2023/09/14,07:01:31,7.1992389,61.6803588,427.378,7,7,ASCENT,ASCENT,,
966.93,5.2,nan,25,2023/09/14,07:01:32,7.1992604,61.6803597,431.789,7,7,ASCENT,ASCENT,,
966.8,5.22,nan,25,2023/09/14,07:01:33,7.1992474,61.6803725,433.151,7,7,ASCENT,ASCENT,,
966.67,5.24,nan,25,2023/09/14,07:01:34,7.1992498,61.6804004,439.544,7,7,ASCENT,ASCENT,,
966.51,5.36,nan,25,2023/09/14,07:01:35,7.1992526,61.6804013,441.057,7,7,ASCENT,ASCENT,,
966.4,5.51,nan,25,2023/09/14,07:01:36,7.1992728,61.6804127,446.618,7,7,ASCENT,ASCENT,,
966.3,5.57,nan,25,2023/09/14,07:01:37,7.1992582,61.6804201,446.553,7,7,ASCENT,ASCENT,,
966.18,5.51,nan,25,2023/09/14,07:01:38,7.1992615,61.6804403,450.79,7,7,ASCENT,ASCENT,,
966.06,5.55,nan,25,2023/09/14,07:01:39,7.1992606,61.680452,453.716,7,7,ASCENT,ASCENT,,
965.95,5.57,nan,25,2023/09/14,07:01:40,7.1992722,61.6804683,458.944,7,7,ASCENT,ASCENT,,
965.83,5.59,nan,25,2023/09/14,07:01:41,7.1992769,61.6804669,460.268,7,7,ASCENT,ASCENT,,
965.8,5.61,nan,25,2023/09/14,07:01:42,7.1992588,61.6804749,459.578,7,7,ASCENT,ASCENT,,
965.7,5.61,nan,25,2023/09/14,07:01:43,7.1992632,61.6804809,463.197,7,7,ASCENT,ASCENT,,
965.6,5.64,nan,25,2023/09/14,07:01:44,7.1992613,61.6804914,466.398,7,7,ASCENT,ASCENT,,
965.36,5.78,nan,25,2023/09/14,07:01:45,7.1992663,61.680489,468.443,7,7,ASCENT,ASCENT,,
965,5.84,nan,25,2023/09/14,07:01:46,7.1992685,61.6804979,472.046,7,7,ASCENT,ASCENT,,
964.65,5.88,nan,25,2023/09/14,07:01:47,7.1992769,61.680507,477.103,7,7,ASCENT,ASCENT,,
964.43,5.83,nan,25,2023/09/14,07:01:48,7.1992829,61.6805086,479.569,7,7,ASCENT,ASCENT,,
964.28,5.77,nan,25,2023/09/14,07:01:49,7.199285,61.6805069,480.973,7,7,ASCENT,ASCENT,,
964.07,5.75,nan,25,2023/09/14,07:01:50,7.1992661,61.6805113,480.937,7,7,ASCENT,ASCENT,,
963.99,5.71,nan,25,2023/09/14,07:01:51,7.1992666,61.6805102,482.439,7,7,ASCENT,ASCENT,,
963.86,5.71,nan,25,2023/09/14,07:01:52,7.1992709,61.6805015,483.063,7,7,ASCENT,ASCENT,,
963.71,5.71,nan,25,2023/09/14,07:01:53,7.1992725,61.6805022,484.204,7,7,ASCENT,ASCENT,,
963.58,5.7,nan,25,2023/09/14,07:01:54,7.1992625,61.6805095,484.891,7,7,ASCENT,ASCENT,,
963.46,5.76,nan,25,2023/09/14,07:01:55,7.1992622,61.680509,485.288,7,7,ASCENT,ASCENT,,
963.33,5.74,nan,25,2023/09/14,07:01:56,7.1992719,61.6805093,486.841,7,7,ASCENT,ASCENT,,
963.24,5.75,nan,25,2023/09/14,07:01:57,7.199269,61.68051,486.846,7,7,ASCENT,ASCENT,,
963.08,5.75,nan,25,2023/09/14,07:01:58,7.1992701,61.6805016,486.239,7,7,,,,
962.94,5.75,nan,25,2023/09/14,07:01:59,7.199275,61.6804966,487.435,7,7,ASCENT,ASCENT,,
962.84,5.74,nan,25,2023/09/14,07:02:00,7.1992792,61.6804844,486.498,7,7,,,,
962.74,5.75,nan,25,2023/09/14,07:02:01,7.1992788,61.6805023,488.44,7,7,ASCENT,ASCENT,,
962.6,5.75,nan,25,2023/09/14,07:02:02,7.1992847,61.6805009,488.948,7,7,ASCENT,ASCENT,,
962.48,5.75,nan,25,2023/09/14,07:02:03,7.1992828,61.680511,491.344,7,7,ASCENT,ASCENT,,
